/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_11_857.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_11_857.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_11_857.jpg,0,0,0,3.136009
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_11_930.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_11_930.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_11_930.jpg,-0.05,0,0,3.110506
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_11_999.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_11_999.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_11_999.jpg,-0.2,0.1520251,0,3.137081
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_071.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_071.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_071.jpg,-0.4,0.3872491,0,3.403058
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_139.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_139.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_139.jpg,-0.5500001,0.5726702,0,3.735961
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_208.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_208.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_208.jpg,-0.7,0.7577702,0,4.187692
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_277.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_277.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_277.jpg,-0.9000002,1,0,4.97036
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_343.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_343.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_343.jpg,-1,1,0,5.608078
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_415.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_415.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_415.jpg,-1,1,0,6.478863
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/center_2018_06_08_13_48_12_482.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/left_2018_06_08_13_48_12_482.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/track2_recovery/IMG/right_2018_06_08_13_48_12_482.jpg,-0.858766,1,0,7.154627
